knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,inequality_ok,congruence_ok,obstructs_u_3,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
13a_4821,13,"[3,5]",-6,True,343,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,1,0,1,0,1,0]","[[2,0,0,0,0,0,-1],[0,4,-1,0,0,0,-2],[0,-1,2,-1,0,0,0],[0,0,-1,3,-1,0,-1],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,4,-2],[-1,-2,0,-1,0,-2,6]]","[[7,1,8,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[21,5,22,4],[5,21,6,20],[17,7,18,6],[25,9,26,8],[9,19,10,18],[19,11,20,10],[11,23,12,22],[23,15,24,14],[15,25,16,24]]"
13a_4825,13,"[3,4]",-6,True,191,7,3/2,-3/2,False,False,True,4,13,"[1,1,1,0,0,1,0]","[[4,0,0,0,-2,0,-1],[0,5,0,-1,-1,0,0],[0,0,2,-1,0,0,0],[0,-1,-1,2,0,0,0],[-2,-1,0,0,4,-1,0],[0,0,0,0,-1,2,-1],[-1,0,0,0,0,-1,2]]","[[7,1,8,26],[1,15,2,14],[15,3,16,2],[3,19,4,18],[17,5,18,4],[5,17,6,16],[19,7,20,6],[21,9,22,8],[9,25,10,24],[23,11,24,10],[11,23,12,22],[25,13,26,12],[13,21,14,20]]"
13a_4827,13,"[3,4]",-6,True,219,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[4,0,0,0,-2,0,-1],[0,4,-3,0,0,0,0],[0,-3,4,-1,0,0,0],[0,0,-1,3,-1,0,0],[-2,0,0,-1,4,-1,0],[0,0,0,0,-1,2,-1],[-1,0,0,0,0,-1,2]]","[[7,1,8,26],[1,19,2,18],[15,3,16,2],[3,17,4,16],[17,5,18,4],[5,15,6,14],[19,7,20,6],[21,9,22,8],[9,25,10,24],[23,11,24,10],[11,23,12,22],[25,13,26,12],[13,21,14,20]]"
13a_4831,13,"[3,4]",-6,True,139,7,3/2,-3/2,False,False,True,4,13,"[1,1,1,0,0,1,0]","[[4,0,0,0,-3,0,0],[0,5,0,-1,0,0,-1],[0,0,2,-1,0,0,0],[0,-1,-1,2,0,0,0],[-3,0,0,0,4,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,0,0,-1,2]]","[[7,1,8,26],[1,15,2,14],[15,3,16,2],[3,19,4,18],[17,5,18,4],[5,17,6,16],[19,7,20,6],[23,9,24,8],[9,25,10,24],[25,11,26,10],[11,23,12,22],[21,13,22,12],[13,21,14,20]]"
13a_4833,13,"[3,4]",-6,True,151,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[4,0,0,0,-3,0,0],[0,4,-3,0,0,0,0],[0,-3,4,-1,0,0,0],[0,0,-1,3,0,0,-1],[-3,0,0,0,4,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,-1,0,-1,2]]","[[7,1,8,26],[1,19,2,18],[15,3,16,2],[3,17,4,16],[17,5,18,4],[5,15,6,14],[19,7,20,6],[23,9,24,8],[9,25,10,24],[25,11,26,10],[11,23,12,22],[21,13,22,12],[13,21,14,20]]"
13a_4839,13,"[3,5]",-6,True,111,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,1,0,1,0,1,0]","[[6,0,0,0,0,0,-5],[0,2,-1,0,0,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,-1,0,-1],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,2,0],[-5,0,0,-1,0,0,6]]","[[7,1,8,26],[1,17,2,16],[15,3,16,2],[3,15,4,14],[19,5,20,4],[5,19,6,18],[17,7,18,6],[21,9,22,8],[9,23,10,22],[23,11,24,10],[11,25,12,24],[25,13,26,12],[13,21,14,20]]"
13a_4841,13,"[3,5]",-6,True,171,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,1,0,1,0,1,0]","[[4,0,0,0,0,0,-3],[0,2,-1,0,0,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,5,-1,0,-3],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,2,0],[-3,0,0,-3,0,0,6]]","[[7,1,8,26],[1,17,2,16],[15,3,16,2],[3,15,4,14],[19,5,20,4],[5,19,6,18],[17,7,18,6],[23,9,24,8],[9,25,10,24],[25,11,26,10],[11,21,12,20],[21,13,22,12],[13,23,14,22]]"
13a_4850,13,"[3,4]",-6,True,231,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[2,0,0,0,-1,0,0],[0,6,-1,0,-2,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,3,0,0,-1],[-1,-2,0,0,4,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,-1,0,-1,2]]","[[7,1,8,26],[1,17,2,16],[17,3,18,2],[3,19,4,18],[13,5,14,4],[5,13,6,12],[19,7,20,6],[25,9,26,8],[9,23,10,22],[21,11,22,10],[11,21,12,20],[23,15,24,14],[15,25,16,24]]"
13a_4852,13,"[3,4]",-6,True,91,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[6,0,0,0,0,0,-5],[0,2,-1,0,0,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,3,-1],[-5,0,0,0,0,-1,6]]","[[7,1,8,26],[1,19,2,18],[17,3,18,2],[3,17,4,16],[15,5,16,4],[5,15,6,14],[19,7,20,6],[21,9,22,8],[9,23,10,22],[23,11,24,10],[11,25,12,24],[25,13,26,12],[13,21,14,20]]"
13a_4854,13,"[3,4]",-6,True,135,7,3/2,-3/2,False,False,True,4,13,"[1,1,0,1,0,1,0]","[[4,0,0,0,0,0,-3],[0,2,-1,0,0,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,5,-3],[-3,0,0,0,0,-3,6]]","[[7,1,8,26],[1,19,2,18],[17,3,18,2],[3,17,4,16],[15,5,16,4],[5,15,6,14],[19,7,20,6],[23,9,24,8],[9,25,10,24],[25,11,26,10],[11,21,12,20],[21,13,22,12],[13,23,14,22]]"
13a_4859,13,"[3,5]",-6,True,303,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,1,0,1,1,0,0]","[[2,0,0,0,0,0,-1],[0,4,-1,0,0,0,-2],[0,-1,2,-1,0,0,0],[0,0,-1,5,0,-1,-1],[0,0,0,0,2,-1,0],[0,0,0,-1,-1,2,0],[-1,-2,0,-1,0,0,4]]","[[9,1,10,26],[1,17,2,16],[13,3,14,2],[3,13,4,12],[17,5,18,4],[5,21,6,20],[19,7,20,6],[7,19,8,18],[21,9,22,8],[25,11,26,10],[11,23,12,22],[23,15,24,14],[15,25,16,24]]"
13a_4860,13,"[3,5]",-6,True,267,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,0,1,0,1,1,0]","[[4,-1,0,0,0,0,-1],[-1,3,-1,0,0,-1,0],[0,-1,4,-3,0,0,0],[0,0,-3,4,-1,0,0],[0,0,0,-1,3,0,-1],[0,-1,0,0,0,2,0],[-1,0,0,0,-1,0,2]]","[[9,1,10,26],[1,11,2,10],[13,3,14,2],[3,21,4,20],[17,5,18,4],[5,19,6,18],[19,7,20,6],[7,17,8,16],[23,9,24,8],[11,23,12,22],[21,13,22,12],[25,15,26,14],[15,25,16,24]]"
13a_4865,13,"[3,5]",-6,True,195,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,1,0,1,1,0,0]","[[4,0,0,0,0,0,-3],[0,2,-1,0,0,0,0],[0,-1,2,-1,0,0,0],[0,0,-1,5,0,-1,-1],[0,0,0,0,2,-1,0],[0,0,0,-1,-1,2,0],[-3,0,0,-1,0,0,4]]","[[9,1,10,26],[1,17,2,16],[15,3,16,2],[3,15,4,14],[17,5,18,4],[5,21,6,20],[19,7,20,6],[7,19,8,18],[21,9,22,8],[23,11,24,10],[11,25,12,24],[25,13,26,12],[13,23,14,22]]"
13a_4867,13,"[3,4]",-6,True,83,7,3/2,-3/2,False,False,True,4,13,"[1,1,1,0,0,1,0]","[[2,0,0,0,-1,0,0],[0,7,0,-1,0,0,-1],[0,0,2,-1,0,0,0],[0,-1,-1,2,0,0,0],[-1,0,0,0,2,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,0,0,-1,2]]","[[9,1,10,26],[1,15,2,14],[15,3,16,2],[3,17,4,16],[17,5,18,4],[5,21,6,20],[19,7,20,6],[7,19,8,18],[21,9,22,8],[25,11,26,10],[11,25,12,24],[23,13,24,12],[13,23,14,22]]"
13a_4868,13,"[3,4]",-6,True,127,7,3/2,-3/2,False,False,True,4,13,"[1,1,1,0,0,1,0]","[[2,0,0,0,-1,0,0],[0,5,0,-1,0,0,-1],[0,0,4,-3,0,0,0],[0,-1,-3,4,0,0,0],[-1,0,0,0,2,-1,0],[0,0,0,0,-1,2,-1],[0,-1,0,0,0,-1,2]]","[[9,1,10,26],[1,15,2,14],[15,3,16,2],[3,21,4,20],[17,5,18,4],[5,19,6,18],[19,7,20,6],[7,17,8,16],[21,9,22,8],[25,11,26,10],[11,25,12,24],[23,13,24,12],[13,23,14,22]]"
13a_4870,13,"[3,5]",-6,True,175,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,1,0,1,0,1,0]","[[4,0,0,0,0,0,-3],[0,4,-3,0,0,0,0],[0,-3,4,-1,0,0,0],[0,0,-1,3,-1,0,-1],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,2,0],[-3,0,0,-1,0,0,4]]","[[9,1,10,26],[1,19,2,18],[15,3,16,2],[3,17,4,16],[17,5,18,4],[5,15,6,14],[21,7,22,6],[7,21,8,20],[19,9,20,8],[23,11,24,10],[11,25,12,24],[25,13,26,12],[13,23,14,22]]"
13a_4876,13,"[3,5]",-6,True,135,7,3/2,-3/2,False,False,True,"[4,5]",13,"[1,1,1,0,1,0,0]","[[2,0,0,0,0,0,-1],[0,7,0,-1,0,-1,-1],[0,0,2,-1,0,0,0],[0,-1,-1,2,0,0,0],[0,0,0,0,2,-1,0],[0,-1,0,0,-1,2,0],[-1,-1,0,0,0,0,2]]","[[11,1,12,26],[1,15,2,14],[15,3,16,2],[3,19,4,18],[17,5,18,4],[5,17,6,16],[19,7,20,6],[7,23,8,22],[21,9,22,8],[9,21,10,20],[23,11,24,10],[25,13,26,12],[13,25,14,24]]"
